id,latitude,longitude,land_cover,climate,soil,dist_sea,city
469782608699342,29.332355632146648,-8.186088944325832,9,4,9,0.829062298067387,Oulad Barhil
814155152844325,29.715826512439,-8.9867999250735,8,7,9,0.3883090387434845,Biougra
2377703549031234,30.395207688879,-9.5376167232625,1,6,9,0.0460547385054407,Inezgane
1396227424077838,30.318608218359,-9.503307447776,1,6,9,0.0600861199206707,Ait Melloul
486095349381282,30.324762791904,-9.5057143929618,1,6,9,0.0584200514147032,Ait Melloul
193436362606351,30.35837009098,-9.5059221527549,1,6,9,0.056703003461456,Ait Melloul
2847312615517487,30.347820659406,-9.5342846798279,1,6,9,0.0430802411165364,Inezgane
587204172266150,30.334868462618,-9.5083230945809,1,6,9,0.0563222563138539,Ait Melloul
763494387643680,30.377633822464,-9.4982716073017,1,6,9,0.0618570746161869,My Drarga
135365541915205,30.316875180871,-9.537852294322,2,6,9,0.0438364027936403,Ait Melloul
294129259037544,30.310116311822,-9.5027931767461,9,6,9,0.0610528073522203,Ait Melloul
492119215352108,30.370276210526,-9.5388458683138,1,6,9,0.041960449966526,Inezgane
1046933785846157,30.346306017162,-9.5334734852765,1,6,9,0.0435290869531748,Inezgane
1115572328955166,30.33595196106,-9.5083464981697,1,6,9,0.0562189807551741,Ait Melloul
1129814247498023,30.340804095554,-9.5024284267673,1,6,9,0.0586646460313285,Ait Melloul
4270848739620726,30.333996514854,-9.491224837074,1,6,9,0.0645108351589709,Ait Melloul
914524129371421,30.319057504005,-9.5039803374367,1,6,9,0.0597285076885694,Ait Melloul
479002399971000,30.332002990022,-9.4917351597051,1,6,9,0.0644383798266925,Ait Melloul
2598907073750561,30.345073612928,-9.4972679437593,1,6,9,0.0609176087920844,Ait Melloul
881222385768723,30.364696966944,-9.5332914932289,1,6,9,0.0439828821638185,Inezgane
266187181907401,30.339087983056,-9.5025371895416,1,6,9,0.0587275204551279,Ait Melloul
522374959120607,30.317339655608,-9.5069166649618,1,6,9,0.0584809378569531,Ait Melloul
540995047271557,30.327231016535,-9.507741240846,1,6,9,0.0572480987660014,Ait Melloul
324219655760189,30.348919196457,-9.503321674013,1,6,9,0.0579016438390058,Ait Melloul
209672930747674,30.341450179571,-9.5023057623032,1,6,9,0.0586839964015435,Ait Melloul
140120428134585,30.345153469274,-9.4919512045365,1,6,9,0.0634618893314682,Ait Melloul
148584613947735,30.381239381075,-9.5184771256028,1,6,9,0.0529571075585732,Inezgane
800292444259435,30.365177598368,-9.5332045388745,1,6,9,0.0440653835237176,Inezgane
2973763119568432,30.346287559236,-9.5085134095248,1,6,9,0.0554845719040835,Ait Melloul
752127852144110,30.330865652116,-9.4918883825405,1,6,9,0.0644624956268196,Ait Melloul
1986545204843146,30.344440126927,-9.5141536075812,1,6,9,0.0528607547099186,Ait Melloul
3893317727384799,30.317385220591,-9.5056990512695,1,6,9,0.0590550052190538,Ait Melloul
467461177812329,30.35631166513,-9.5635083539844,1,6,9,0.0290350971955158,Inezgane
166820371940960,30.388563433754,-9.5688194434338,1,6,9,0.0306326986521338,Inezgane
1171515789960020,30.33825848317,-9.5046756940881,1,6,9,0.0577711978671004,Ait Melloul
472050064103961,30.338057893359,-9.5024009232212,1,6,9,0.0588685270817343,Ait Melloul
1079928075828843,30.376702128671,-9.4966799612528,1,6,9,0.0624897586034502,My Drarga
154993493314346,30.395578293999,-9.5624422364364,1,6,9,0.0345874498070331,Inezgane
797308644547447,30.342910305801,-9.482754819377,1,6,9,0.0679572767374663,Ait Melloul
490191302428946,30.32713983273,-9.4856441259508,1,6,9,0.0677432272329285,Ait Melloul
497043918069352,30.396494358691,-9.5223196167921,1,6,9,0.0533357754815824,Inezgane
271744844685008,30.339226331935,-9.5057795399199,1,6,9,0.0571736142097246,Ait Melloul
819386932313358,30.377125172542,-9.5267360269073,1,6,9,0.0485407885008641,Inezgane
552578479386412,30.369022303729,-9.4992060023763,1,6,9,0.0605224309339511,My Drarga
747324572629987,30.34586358951,-9.5030120081829,1,6,9,0.0581360335013504,Ait Melloul
1194251451043747,30.355539574718,-9.5138803730143,1,6,9,0.0528177309211559,Inezgane
165166025447168,30.393805397813,-9.5729972515384,1,6,9,0.0294381090890465,Inezgane
3009472049288842,30.33316588264,-9.5096299933962,1,6,9,0.0558468545955712,Ait Melloul
527604625291348,30.345308661375,-9.5140539032005,1,6,9,0.0528689869939628,Ait Melloul
493302961815699,30.382860855308,-9.5052816301267,1,6,9,0.059311256074194,My Drarga
511105190247792,30.366963385183,-9.5286590319673,1,6,9,0.0463809481825307,Inezgane
304895451213450,30.321060389113,-9.5279896986148,1,6,9,0.0481622336094935,Ait Melloul
297837218570022,30.352163840626,-9.4919263825485,1,6,9,0.0633362631737027,Ait Melloul
255413246367289,30.394810922782,-9.5362841214252,1,6,9,0.0466168713745793,Inezgane
1180726359024924,30.361906290761,-9.5335437452259,1,6,9,0.0436543010756485,Inezgane
519939412361581,30.347339201337,-9.4852170335241,1,6,9,0.0666237627091428,Ait Melloul
746431366040097,30.347814657912,-9.5079697598367,1,6,9,0.0556975645031943,Ait Melloul
311897837112370,30.335900268315,-9.4993756874136,1,6,9,0.06048064658037,Ait Melloul
2703106089997242,30.325995324746,-9.503717042536,1,6,9,0.0592631593563334,Ait Melloul
242520240960317,30.348091396569,-9.5033227763264,1,6,9,0.0579195248980023,Ait Melloul
302095758189074,30.342146582339,-9.497657553832,1,6,9,0.0608656175415323,Ait Melloul
309524480820430,30.309023746207,-9.5045284144932,9,6,9,0.0603220787398554,Ait Melloul
750407845633695,30.332885248361,-9.5095717899285,1,6,9,0.055898347978331,Ait Melloul
2868662126778084,30.328220071898,-9.5102486088955,1,6,9,0.0559739483802942,Ait Melloul
1621144301389458,30.334916736442,-9.5088230460196,1,6,9,0.0560808848121228,Ait Melloul
2332702250195461,30.32274633402,-9.5302029400478,1,6,9,0.0469684646949954,Ait Melloul
2532771720364877,30.371364083568,-9.5509862395286,1,6,9,0.0364684567718613,Inezgane
343655110809841,30.400194922699,-9.5272333160258,1,6,9,0.0515801069609368,Inezgane
299272921688454,30.32735740262,-9.500166850017,1,6,9,0.0608322063416698,Ait Melloul
499615507893769,30.392092504143,-9.5949870657514,1,6,9,0.018991394158488,Agadir
1046537629210055,30.331747645559,-9.5056662470004,1,6,9,0.0578486435982027,Ait Melloul
479681019755793,30.401685030371,-9.592247860203,1,6,9,0.0216248390290162,Agadir
492309208563302,30.37233098307,-9.502665787426,1,6,9,0.0591910932562615,My Drarga
572164400412804,30.400075969413,-9.5659941469041,1,6,9,0.0335775973091366,Inezgane
1203388266784185,30.342511420792,-9.5024697962537,1,6,9,0.0585459319122953,Ait Melloul
779731002907424,30.344544327589,-9.502674379708,1,6,9,0.0583499514388638,Ait Melloul
3017759501837437,30.40142064883,-9.5494603929767,1,6,9,0.0414400782215757,Inezgane
313756063650206,30.370164850129,-9.5325378238093,1,6,9,0.0448977392174115,Inezgane
2940697936214674,30.400570553323,-9.5342194974601,1,6,9,0.0483915562564569,Inezgane
261261765698885,30.321161591715,-9.5004644416142,1,6,9,0.0612182410758209,Ait Melloul
185137006809543,30.401067840902,-9.5978059497273,1,6,9,0.0189584278734739,Agadir
2834056273590922,30.353913036809,-9.5364842499172,1,6,9,0.0419458502468676,Inezgane
292402385872973,30.341686393806,-9.5023370636794,1,6,9,0.0586552610988472,Ait Melloul
527034602005826,30.357989640591,-9.5201250360177,1,6,9,0.0498826365483214,Inezgane
509930303475305,30.361467596558,-9.5499881463587,1,6,9,0.0357915143136175,Inezgane
3013251272224141,30.40023223984,-9.5532252260078,1,6,9,0.0395245854065507,Inezgane
1113645449140301,30.344255445856,-9.4834169173964,1,6,9,0.067584458867387,Ait Melloul
